label,URL,amaa,crossvalidation,attributelength,qualitycontrol,regexlearner,none
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=error%3A+Illegal+quoting+in+line+1.&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=error%3A+Illegal+quoting+in+line+1.&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=error%3A+Illegal+quoting+in+line+1.,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=37&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=37&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=37&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=37&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=37,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=73%3A79%3A83%3A72%3A87%3A2A&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=73%3A79%3A83%3A72%3A87%3A2A&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=73%3A79%3A83%3A72%3A87%3A2A&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=73%3A79%3A83%3A72%3A87%3A2A&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=73%3A79%3A83%3A72%3A87%3A2A,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=lirlam3o%40hp.com&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=lirlam3o%40hp.com&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=lirlam3o%40hp.com&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=lirlam3o%40hp.com&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=lirlam3o%40hp.com,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=error%3A+Illegal+quoting+in+line+1.&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=error%3A+Illegal+quoting+in+line+1.&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=error%3A+Illegal+quoting+in+line+1.&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=error%3A+Illegal+quoting+in+line+1.&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=error%3A+Illegal+quoting+in+line+1.,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=SELECT+*+FROM+*&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=SELECT+*+FROM+*&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=SELECT+*+FROM+*&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=SELECT+*+FROM+*&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=SELECT+*+FROM+*,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=89%3A1F%3A7D%3A32%3A76%3A66&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=89%3A1F%3A7D%3A32%3A76%3A66&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=89%3A1F%3A7D%3A32%3A76%3A66&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=89%3A1F%3A7D%3A32%3A76%3A66&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=89%3A1F%3A7D%3A32%3A76%3A66,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=SELECT+*+FROM+*&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=SELECT+*+FROM+*&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=SELECT+*+FROM+*&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=SELECT+*+FROM+*&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=SELECT+*+FROM+*,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=ekaygill17%40mit.edu&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=ekaygill17%40mit.edu&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=ekaygill17%40mit.edu&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=ekaygill17%40mit.edu&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=ekaygill17%40mit.edu,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=SELECT+*+FROM+*&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=SELECT+*+FROM+*&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=SELECT+*+FROM+*&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=SELECT+*+FROM+*&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=SELECT+*+FROM+*,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=147.76.40.220&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=147.76.40.220&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=147.76.40.220&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=147.76.40.220&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=147.76.40.220,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=37&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=37&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=37&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=37&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=37,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=SELECT+*+FROM+*&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=SELECT+*+FROM+*&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=SELECT+*+FROM+*&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=SELECT+*+FROM+*&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=SELECT+*+FROM+*,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=hcrosham5g%40cbc.ca&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=hcrosham5g%40cbc.ca&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=hcrosham5g%40cbc.ca&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=hcrosham5g%40cbc.ca&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=hcrosham5g%40cbc.ca,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=142.61.112.254&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=142.61.112.254&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=142.61.112.254&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=142.61.112.254&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=142.61.112.254,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=error%3A+Illegal+quoting+in+line+1.&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=error%3A+Illegal+quoting+in+line+1.&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=error%3A+Illegal+quoting+in+line+1.&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=error%3A+Illegal+quoting+in+line+1.&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=error%3A+Illegal+quoting+in+line+1.,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=79.10.189.188&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - id/category,http://localhost/search?id=79.10.189.188&searchString=jeans&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - price range,http://localhost/search?id=&searchString=jeans&price=79.10.189.188&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - quality,http://localhost/search?id=&searchString=jeans&price=&quality=79.10.189.188&brands=,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,406 Not Acceptable,200 OK
ATCK - brands,http://localhost/search?id=&searchString=jeans&price=&quality=&brands=79.10.189.188,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
## Connect to Hackazon,http://localhost/,200 OK,200 OK,200 OK,200 OK,200 OK,200 OK
ATCK - search_item,http://localhost/search?id=&searchString=91&price=&quality=&brands=,406 Not Acceptable,406 Not Acceptable,200 OK,406 Not Acceptable,406 Not Acceptable,200 OK
